ts,availMB,commitUsedMB,benchProcs,benchWsMB,benchPrivMB,detail
21:22:06,4941,39119,4,5627,8579,gradle#44764:ws621/pv696|gradle#24848:ws100/pv199|gradle#37792:ws536/pv606|client#49548:ws4370/pv7078
21:22:17,4946,39095,4,5641,8591,gradle#44764:ws622/pv696|gradle#24848:ws100/pv199|gradle#37792:ws536/pv606|client#49548:ws4383/pv7090
21:22:28,5092,38949,4,5635,8629,gradle#44764:ws625/pv699|gradle#24848:ws100/pv199|gradle#37792:ws536/pv606|client#49548:ws4374/pv7125
21:22:38,3946,40155,4,6903,9873,gradle#44764:ws625/pv699|gradle#24848:ws100/pv199|gradle#37792:ws537/pv606|client#49548:ws5641/pv8369
21:22:49,3881,40290,4,6916,9966,gradle#44764:ws625/pv699|gradle#24848:ws100/pv199|gradle#37792:ws537/pv607|client#49548:ws5654/pv8461
21:23:00,3995,40070,4,6786,9756,gradle#44764:ws625/pv699|gradle#24848:ws105/pv202|gradle#37792:ws540/pv610|client#49548:ws5516/pv8245
21:23:10,3964,40100,4,6780,9731,gradle#44764:ws625/pv699|gradle#24848:ws100/pv198|gradle#37792:ws532/pv602|client#49548:ws5523/pv8232
21:23:21,4044,39991,4,6740,9693,gradle#44764:ws625/pv699|gradle#24848:ws100/pv198|gradle#37792:ws532/pv602|client#49548:ws5483/pv8194
21:23:32,3975,40052,4,6753,9706,gradle#44764:ws625/pv699|gradle#24848:ws101/pv199|gradle#37792:ws532/pv602|client#49548:ws5495/pv8206
21:23:42,3919,40102,4,6758,9710,gradle#44764:ws625/pv699|gradle#24848:ws101/pv199|gradle#37792:ws533/pv603|client#49548:ws5499/pv8209
21:23:53,3934,40109,4,6759,9711,gradle#44764:ws625/pv699|gradle#24848:ws101/pv199|gradle#37792:ws533/pv603|client#49548:ws5500/pv8210
21:24:03,3943,40100,4,6759,9712,gradle#44764:ws625/pv699|gradle#24848:ws101/pv199|gradle#37792:ws533/pv603|client#49548:ws5500/pv8211
21:24:14,3927,40062,4,6875,9812,gradle#44764:ws625/pv699|gradle#24848:ws101/pv199|gradle#37792:ws530/pv600|client#49548:ws5619/pv8314
21:24:24,4049,40017,4,6764,9701,gradle#44764:ws625/pv699|gradle#24848:ws101/pv199|gradle#37792:ws530/pv600|client#49548:ws5508/pv8203
21:24:35,3998,40082,4,6765,9701,gradle#44764:ws625/pv699|gradle#24848:ws101/pv199|gradle#37792:ws531/pv601|client#49548:ws5508/pv8202
21:24:46,3852,40219,4,6767,9703,gradle#44764:ws625/pv699|gradle#24848:ws101/pv199|gradle#37792:ws531/pv601|client#49548:ws5510/pv8204
21:24:56,3909,40151,4,6770,9705,gradle#44764:ws626/pv699|gradle#24848:ws101/pv199|gradle#37792:ws531/pv601|client#49548:ws5512/pv8206
21:25:07,3924,40168,4,6771,9706,gradle#44764:ws626/pv699|gradle#24848:ws101/pv199|gradle#37792:ws531/pv601|client#49548:ws5513/pv8207
21:25:18,4017,40060,4,6772,9709,gradle#44764:ws626/pv699|gradle#24848:ws101/pv199|gradle#37792:ws531/pv601|client#49548:ws5514/pv8210
21:25:28,3809,40255,4,6774,9710,gradle#44764:ws626/pv699|gradle#24848:ws101/pv199|gradle#37792:ws531/pv601|client#49548:ws5516/pv8211
21:25:39,3830,40243,4,6778,9714,gradle#44764:ws626/pv699|gradle#24848:ws101/pv199|gradle#37792:ws531/pv601|client#49548:ws5520/pv8215
21:25:49,3782,40407,4,6783,9830,gradle#44764:ws626/pv699|gradle#24848:ws101/pv199|gradle#37792:ws531/pv601|client#49548:ws5525/pv8331
21:26:00,4005,40118,4,6784,9783,gradle#44764:ws626/pv699|gradle#24848:ws101/pv199|gradle#37792:ws531/pv601|client#49548:ws5526/pv8284
21:26:10,4007,40077,4,6779,9737,gradle#44764:ws626/pv699|gradle#24848:ws101/pv199|gradle#37792:ws531/pv601|client#49548:ws5521/pv8238
21:26:21,4148,39935,4,6784,9743,gradle#44764:ws627/pv700|gradle#24848:ws101/pv199|gradle#37792:ws535/pv605|client#49548:ws5521/pv8239
21:26:32,4056,39992,4,6785,9742,gradle#44764:ws627/pv700|gradle#24848:ws101/pv199|gradle#37792:ws535/pv605|client#49548:ws5522/pv8238
21:26:42,3979,40083,4,6786,9743,gradle#44764:ws627/pv700|gradle#24848:ws101/pv199|gradle#37792:ws535/pv605|client#49548:ws5523/pv8239
21:26:53,9833,31338,1,627,700,gradle#44764:ws627/pv700
21:27:03,9991,31111,1,627,700,gradle#44764:ws627/pv700
21:27:14,9984,31090,1,627,700,gradle#44764:ws627/pv700
21:27:25,9973,31083,1,627,700,gradle#44764:ws627/pv700
21:27:35,9899,31113,1,627,700,gradle#44764:ws627/pv700
21:27:46,9846,31182,1,627,700,gradle#44764:ws627/pv700
21:27:57,9754,31254,1,627,700,gradle#44764:ws627/pv700
21:28:07,9805,31219,1,627,700,gradle#44764:ws627/pv700
21:28:18,9797,31212,1,627,700,gradle#44764:ws627/pv700
21:28:28,9796,31223,1,627,700,gradle#44764:ws627/pv700
21:28:39,9794,31253,1,627,700,gradle#44764:ws627/pv700
21:28:50,9762,31253,1,627,700,gradle#44764:ws627/pv700
21:29:00,9486,31955,3,841,1307,gradle#44764:ws627/pv700|gradle#49244:ws103/pv202|gradle#32460:ws111/pv405
21:29:11,9113,32103,3,1230,1477,gradle#44764:ws627/pv700|gradle#49244:ws99/pv202|gradle#32460:ws504/pv575
21:29:21,8737,32774,4,1629,2148,gradle#44764:ws627/pv700|gradle#49244:ws98/pv196|gradle#32460:ws514/pv584|client#48592:ws390/pv668
21:29:32,8993,32808,4,1294,2136,gradle#44764:ws627/pv700|gradle#49244:ws100/pv198|gradle#32460:ws531/pv602|client#45984:ws36/pv636
21:29:43,9231,32569,4,1330,2134,gradle#44764:ws627/pv700|gradle#49244:ws99/pv197|gradle#32460:ws513/pv582|client#41576:ws91/pv655
21:29:53,9173,32643,4,1339,2142,gradle#44764:ws627/pv700|gradle#49244:ws99/pv197|gradle#32460:ws514/pv584|client#41716:ws99/pv661
21:30:04,9026,32683,4,1469,2145,gradle#44764:ws628/pv700|gradle#49244:ws99/pv197|gradle#32460:ws514/pv584|client#41716:ws228/pv664
21:30:15,8830,32608,4,1737,2160,gradle#44764:ws628/pv700|gradle#49244:ws99/pv196|gradle#32460:ws514/pv584|client#41716:ws496/pv680
21:30:25,8778,32634,4,1739,2140,gradle#44764:ws628/pv700|gradle#49244:ws99/pv196|gradle#32460:ws514/pv584|client#41716:ws498/pv660
21:30:36,8718,32681,4,1744,2141,gradle#44764:ws628/pv700|gradle#49244:ws99/pv196|gradle#32460:ws514/pv584|client#41716:ws503/pv661
21:30:47,8696,32691,4,1750,2138,gradle#44764:ws628/pv700|gradle#49244:ws99/pv196|gradle#32460:ws514/pv584|client#41716:ws509/pv658
21:30:57,8650,32724,4,1757,2138,gradle#44764:ws628/pv700|gradle#49244:ws99/pv196|gradle#32460:ws514/pv584|client#41716:ws516/pv658
21:31:08,8611,32754,4,1761,2138,gradle#44764:ws628/pv700|gradle#49244:ws99/pv196|gradle#32460:ws514/pv584|client#41716:ws520/pv658
21:31:18,8781,32586,4,1765,2142,gradle#44764:ws628/pv700|gradle#49244:ws99/pv197|gradle#32460:ws514/pv583|client#41716:ws524/pv662
21:31:29,8601,32747,4,1761,2140,gradle#44764:ws628/pv700|gradle#49244:ws99/pv198|gradle#32460:ws514/pv584|client#41716:ws520/pv658
21:31:40,8572,32786,4,1762,2141,gradle#44764:ws628/pv700|gradle#49244:ws99/pv198|gradle#32460:ws514/pv584|client#41716:ws521/pv659
21:31:50,8551,32827,4,1764,2141,gradle#44764:ws628/pv700|gradle#49244:ws99/pv198|gradle#32460:ws514/pv584|client#41716:ws523/pv659
21:32:01,8577,32781,4,1765,2141,gradle#44764:ws628/pv700|gradle#49244:ws99/pv198|gradle#32460:ws514/pv584|client#41716:ws524/pv659
21:32:11,8528,32817,4,1781,2147,gradle#44764:ws628/pv700|gradle#49244:ws99/pv196|gradle#32460:ws515/pv584|client#41716:ws539/pv667
21:32:22,9055,32133,3,1246,1485,gradle#44764:ws628/pv700|gradle#49244:ws100/pv197|gradle#32460:ws518/pv588
21:32:32,9615,31342,1,628,700,gradle#44764:ws628/pv700
21:32:43,9551,31400,1,628,700,gradle#44764:ws628/pv700
21:32:54,9614,31363,1,628,700,gradle#44764:ws628/pv700
21:33:04,9561,31430,1,628,700,gradle#44764:ws628/pv700
