ts,availMB,commitUsedMB,benchProcs,benchWsMB,benchPrivMB,detail
04:18:17,6789,33037,4,6765,9730,gradle#1712:ws106/pv202|gradle#14316:ws609/pv679|client#45576:ws5416/pv8137|gradle#27500:ws634/pv712
04:18:27,6750,33045,4,6764,9729,gradle#1712:ws100/pv197|gradle#14316:ws609/pv679|client#45576:ws5421/pv8141|gradle#27500:ws634/pv712
04:18:37,6760,33080,4,6780,9746,gradle#1712:ws100/pv197|gradle#14316:ws609/pv679|client#45576:ws5423/pv8143|gradle#27500:ws648/pv727
04:18:48,6781,33046,4,6751,9716,gradle#1712:ws100/pv197|gradle#14316:ws609/pv679|client#45576:ws5424/pv8144|gradle#27500:ws618/pv696
04:18:58,6758,33049,4,6755,9719,gradle#1712:ws100/pv197|gradle#14316:ws609/pv679|client#45576:ws5426/pv8145|gradle#27500:ws620/pv698
04:19:09,6746,33084,4,6775,9740,gradle#1712:ws100/pv197|gradle#14316:ws609/pv679|client#45576:ws5446/pv8166|gradle#27500:ws620/pv698
04:19:19,6729,33098,4,6774,9738,gradle#1712:ws100/pv197|gradle#14316:ws609/pv679|client#45576:ws5440/pv8159|gradle#27500:ws625/pv703
04:19:29,6739,33067,4,6774,9738,gradle#1712:ws100/pv197|gradle#14316:ws609/pv679|client#45576:ws5440/pv8159|gradle#27500:ws625/pv703
04:19:40,6744,33051,4,6775,9722,gradle#1712:ws100/pv197|gradle#14316:ws609/pv679|client#45576:ws5441/pv8143|gradle#27500:ws625/pv703
04:19:50,6748,33061,4,6775,9722,gradle#1712:ws100/pv197|gradle#14316:ws609/pv679|client#45576:ws5441/pv8143|gradle#27500:ws625/pv703
04:20:01,7069,32733,4,6431,9377,gradle#1712:ws100/pv197|gradle#14316:ws609/pv679|client#45576:ws5097/pv7798|gradle#27500:ws625/pv703
04:20:11,7231,32544,4,6431,9378,gradle#1712:ws100/pv197|gradle#14316:ws609/pv679|client#45576:ws5097/pv7799|gradle#27500:ws625/pv703
04:20:22,7219,32552,4,6432,9378,gradle#1712:ws100/pv197|gradle#14316:ws609/pv679|client#45576:ws5098/pv7799|gradle#27500:ws625/pv703
04:20:32,7005,32784,4,6432,9378,gradle#1712:ws100/pv197|gradle#14316:ws609/pv679|client#45576:ws5098/pv7799|gradle#27500:ws625/pv703
04:20:42,7050,32736,4,6432,9378,gradle#1712:ws100/pv197|gradle#14316:ws609/pv679|client#45576:ws5098/pv7799|gradle#27500:ws625/pv703
04:20:53,7056,32730,4,6434,9379,gradle#1712:ws100/pv197|gradle#14316:ws609/pv679|client#45576:ws5099/pv7800|gradle#27500:ws626/pv703
04:21:03,7074,32725,4,6434,9379,gradle#1712:ws100/pv197|gradle#14316:ws609/pv679|client#45576:ws5099/pv7800|gradle#27500:ws626/pv703
04:21:14,7191,32561,4,6433,9379,gradle#1712:ws100/pv197|gradle#14316:ws609/pv679|client#45576:ws5099/pv7800|gradle#27500:ws625/pv703
04:21:24,7228,32516,4,6433,9379,gradle#1712:ws100/pv197|gradle#14316:ws609/pv679|client#45576:ws5099/pv7800|gradle#27500:ws625/pv703
04:21:34,7178,32577,4,6317,9262,gradle#1712:ws100/pv197|gradle#14316:ws609/pv679|client#45576:ws4983/pv7683|gradle#27500:ws625/pv703
04:21:45,7185,32609,4,6317,9263,gradle#1712:ws100/pv197|gradle#14316:ws609/pv679|client#45576:ws4983/pv7684|gradle#27500:ws625/pv703
04:21:55,7191,32585,4,6317,9263,gradle#1712:ws100/pv197|gradle#14316:ws609/pv679|client#45576:ws4983/pv7684|gradle#27500:ws625/pv703
04:22:06,7193,32583,4,6317,9263,gradle#1712:ws100/pv197|gradle#14316:ws609/pv679|client#45576:ws4983/pv7684|gradle#27500:ws625/pv703
04:22:16,7393,32358,4,6249,9193,gradle#1712:ws100/pv197|gradle#14316:ws609/pv679|client#45576:ws4914/pv7614|gradle#27500:ws626/pv703
04:22:27,7184,32586,4,6250,9194,gradle#1712:ws100/pv197|gradle#14316:ws609/pv679|client#45576:ws4915/pv7615|gradle#27500:ws626/pv703
04:22:37,7221,32543,4,6250,9194,gradle#1712:ws100/pv197|gradle#14316:ws609/pv679|client#45576:ws4915/pv7615|gradle#27500:ws626/pv703
04:22:47,7202,32575,4,6251,9195,gradle#1712:ws100/pv197|gradle#14316:ws609/pv679|client#45576:ws4916/pv7616|gradle#27500:ws626/pv703
04:22:58,7160,32564,4,6295,9235,gradle#1712:ws100/pv197|gradle#14316:ws609/pv679|client#45576:ws4960/pv7656|gradle#27500:ws626/pv703
04:23:08,7182,32530,4,6272,9213,gradle#1712:ws100/pv197|gradle#14316:ws609/pv679|client#45576:ws4937/pv7634|gradle#27500:ws626/pv703
04:23:19,7331,32356,4,6273,9213,gradle#1712:ws100/pv197|gradle#14316:ws609/pv679|client#45576:ws4938/pv7634|gradle#27500:ws626/pv703
04:23:29,7306,32418,4,6225,9165,gradle#1712:ws100/pv197|gradle#14316:ws609/pv679|client#45576:ws4890/pv7586|gradle#27500:ws626/pv703
04:23:40,7353,32481,4,6224,9165,gradle#1712:ws100/pv197|gradle#14316:ws608/pv679|client#45576:ws4890/pv7586|gradle#27500:ws626/pv703
04:23:50,7235,32483,4,6225,9165,gradle#1712:ws100/pv197|gradle#14316:ws609/pv679|client#45576:ws4890/pv7586|gradle#27500:ws626/pv703
04:24:01,7232,32493,4,6225,9165,gradle#1712:ws100/pv197|gradle#14316:ws609/pv679|client#45576:ws4890/pv7586|gradle#27500:ws626/pv703
04:24:11,7222,32504,4,6225,9165,gradle#1712:ws100/pv197|gradle#14316:ws609/pv679|client#45576:ws4890/pv7586|gradle#27500:ws626/pv703
04:24:22,7242,32459,4,6225,9165,gradle#1712:ws100/pv197|gradle#14316:ws609/pv679|client#45576:ws4890/pv7586|gradle#27500:ws626/pv703
04:24:32,7260,32429,4,6177,9117,gradle#1712:ws100/pv197|gradle#14316:ws608/pv679|client#45576:ws4843/pv7538|gradle#27500:ws626/pv703
04:24:43,7236,32470,4,6177,9117,gradle#1712:ws100/pv197|gradle#14316:ws608/pv679|client#45576:ws4843/pv7538|gradle#27500:ws626/pv703
04:24:53,7243,32451,4,6177,9117,gradle#1712:ws100/pv197|gradle#14316:ws608/pv679|client#45576:ws4843/pv7538|gradle#27500:ws626/pv703
04:25:04,7247,32444,4,6178,9117,gradle#1712:ws100/pv197|gradle#14316:ws609/pv679|client#45576:ws4843/pv7538|gradle#27500:ws626/pv703
04:25:14,7385,32286,4,6178,9117,gradle#1712:ws100/pv197|gradle#14316:ws609/pv679|client#45576:ws4843/pv7538|gradle#27500:ws626/pv703
04:25:25,7385,32291,4,6178,9117,gradle#1712:ws100/pv197|gradle#14316:ws609/pv679|client#45576:ws4843/pv7538|gradle#27500:ws626/pv703
04:25:35,7287,32389,4,6121,9060,gradle#1712:ws100/pv197|gradle#14316:ws608/pv679|client#45576:ws4787/pv7481|gradle#27500:ws626/pv703
04:25:46,7270,32413,4,6121,9060,gradle#1712:ws100/pv197|gradle#14316:ws608/pv679|client#45576:ws4787/pv7481|gradle#27500:ws626/pv703
04:25:56,7285,32410,4,6122,9060,gradle#1712:ws100/pv197|gradle#14316:ws608/pv679|client#45576:ws4787/pv7481|gradle#27500:ws627/pv703
04:26:07,7318,32363,4,6122,9060,gradle#1712:ws100/pv197|gradle#14316:ws608/pv679|client#45576:ws4787/pv7481|gradle#27500:ws627/pv703
04:26:17,7456,32195,4,6122,9060,gradle#1712:ws100/pv197|gradle#14316:ws608/pv679|client#45576:ws4787/pv7481|gradle#27500:ws627/pv703
04:26:28,7451,32209,4,6122,9060,gradle#1712:ws100/pv197|gradle#14316:ws608/pv679|client#45576:ws4787/pv7481|gradle#27500:ws627/pv703
04:26:38,7286,32389,4,6075,9012,gradle#1712:ws100/pv197|gradle#14316:ws608/pv679|client#45576:ws4740/pv7433|gradle#27500:ws627/pv703
04:26:49,7319,32346,4,6075,9012,gradle#1712:ws100/pv197|gradle#14316:ws608/pv679|client#45576:ws4740/pv7433|gradle#27500:ws627/pv703
04:26:59,7305,32363,4,6075,9012,gradle#1712:ws100/pv197|gradle#14316:ws608/pv679|client#45576:ws4740/pv7433|gradle#27500:ws627/pv703
04:27:09,7353,32354,4,6075,9012,gradle#1712:ws100/pv197|gradle#14316:ws608/pv679|client#45576:ws4740/pv7433|gradle#27500:ws627/pv703
04:27:20,7396,32301,4,6075,9012,gradle#1712:ws100/pv197|gradle#14316:ws608/pv679|client#45576:ws4740/pv7433|gradle#27500:ws627/pv703
04:27:30,7380,32319,4,6075,9012,gradle#1712:ws100/pv197|gradle#14316:ws608/pv679|client#45576:ws4740/pv7433|gradle#27500:ws627/pv703
04:27:40,7402,32315,4,6040,8976,gradle#1712:ws100/pv197|gradle#14316:ws608/pv679|client#45576:ws4705/pv7397|gradle#27500:ws627/pv703
04:27:51,7393,32316,4,6041,8978,gradle#1712:ws101/pv198|gradle#14316:ws608/pv679|client#45576:ws4705/pv7397|gradle#27500:ws627/pv704
04:28:01,7396,32315,4,6041,8978,gradle#1712:ws101/pv198|gradle#14316:ws608/pv679|client#45576:ws4705/pv7397|gradle#27500:ws627/pv704
04:28:12,7519,32158,4,6041,8978,gradle#1712:ws101/pv198|gradle#14316:ws608/pv679|client#45576:ws4705/pv7397|gradle#27500:ws627/pv704
04:28:22,7531,32164,4,6042,8978,gradle#1712:ws101/pv198|gradle#14316:ws609/pv679|client#45576:ws4705/pv7397|gradle#27500:ws627/pv704
04:28:33,7549,32131,4,6041,8978,gradle#1712:ws101/pv198|gradle#14316:ws608/pv679|client#45576:ws4705/pv7397|gradle#27500:ws627/pv704
04:28:43,7368,32316,4,6029,8966,gradle#1712:ws101/pv198|gradle#14316:ws608/pv679|client#45576:ws4693/pv7385|gradle#27500:ws627/pv704
04:28:53,7374,32329,4,6029,8966,gradle#1712:ws101/pv198|gradle#14316:ws608/pv679|client#45576:ws4693/pv7385|gradle#27500:ws627/pv704
04:29:04,7382,32335,4,6029,8966,gradle#1712:ws101/pv198|gradle#14316:ws608/pv679|client#45576:ws4693/pv7385|gradle#27500:ws627/pv704
04:29:14,7475,32221,4,6030,8966,gradle#1712:ws101/pv198|gradle#14316:ws608/pv679|client#45576:ws4693/pv7385|gradle#27500:ws628/pv704
04:29:25,7377,32309,4,6031,8966,gradle#1712:ws101/pv198|gradle#14316:ws609/pv679|client#45576:ws4693/pv7385|gradle#27500:ws628/pv704
04:29:35,7408,32304,4,6031,8966,gradle#1712:ws101/pv198|gradle#14316:ws609/pv679|client#45576:ws4693/pv7385|gradle#27500:ws628/pv704
04:29:46,7443,32264,4,6002,8937,gradle#1712:ws101/pv198|gradle#14316:ws609/pv679|client#45576:ws4664/pv7356|gradle#27500:ws628/pv704
04:29:56,7433,32280,4,6007,8943,gradle#1712:ws101/pv198|gradle#14316:ws609/pv679|client#45576:ws4664/pv7356|gradle#27500:ws633/pv710
04:30:06,7427,32290,4,6007,8943,gradle#1712:ws101/pv198|gradle#14316:ws609/pv679|client#45576:ws4664/pv7356|gradle#27500:ws633/pv710
04:30:17,7384,32317,4,6007,8943,gradle#1712:ws101/pv198|gradle#14316:ws609/pv679|client#45576:ws4664/pv7356|gradle#27500:ws633/pv710
04:30:27,7431,32259,4,6007,8943,gradle#1712:ws101/pv198|gradle#14316:ws609/pv679|client#45576:ws4664/pv7356|gradle#27500:ws633/pv710
04:30:38,7441,32256,4,5994,8930,gradle#1712:ws101/pv198|gradle#14316:ws609/pv679|client#45576:ws4651/pv7343|gradle#27500:ws633/pv710
04:30:48,7435,32282,4,5994,8930,gradle#1712:ws101/pv198|gradle#14316:ws609/pv679|client#45576:ws4651/pv7343|gradle#27500:ws633/pv710
04:30:58,7446,32257,4,5996,8930,gradle#1712:ws101/pv198|gradle#14316:ws609/pv679|client#45576:ws4652/pv7343|gradle#27500:ws634/pv710
04:31:09,7446,32241,4,5996,8930,gradle#1712:ws101/pv198|gradle#14316:ws609/pv679|client#45576:ws4652/pv7343|gradle#27500:ws634/pv710
04:31:19,7588,32082,4,5996,8930,gradle#1712:ws101/pv198|gradle#14316:ws609/pv679|client#45576:ws4652/pv7343|gradle#27500:ws634/pv710
04:31:30,7590,32074,4,5996,8930,gradle#1712:ws101/pv198|gradle#14316:ws609/pv679|client#45576:ws4652/pv7343|gradle#27500:ws634/pv710
04:31:40,7444,32227,4,5981,8916,gradle#1712:ws101/pv198|gradle#14316:ws609/pv679|client#45576:ws4637/pv7329|gradle#27500:ws634/pv710
04:31:51,7431,32260,4,5981,8916,gradle#1712:ws101/pv198|gradle#14316:ws609/pv679|client#45576:ws4637/pv7329|gradle#27500:ws634/pv710
04:32:01,7427,32278,4,5982,8916,gradle#1712:ws101/pv198|gradle#14316:ws609/pv679|client#45576:ws4638/pv7329|gradle#27500:ws634/pv710
04:32:11,7449,32235,4,5982,8916,gradle#1712:ws101/pv198|gradle#14316:ws609/pv679|client#45576:ws4638/pv7329|gradle#27500:ws634/pv710
04:32:22,7599,32042,4,5981,8916,gradle#1712:ws101/pv198|gradle#14316:ws609/pv679|client#45576:ws4637/pv7329|gradle#27500:ws634/pv710
04:32:32,7424,32226,4,5967,8901,gradle#1712:ws101/pv198|gradle#14316:ws609/pv679|client#45576:ws4623/pv7314|gradle#27500:ws634/pv710
04:32:43,7420,32264,4,5967,8901,gradle#1712:ws101/pv198|gradle#14316:ws609/pv679|client#45576:ws4623/pv7314|gradle#27500:ws634/pv710
04:32:53,7432,32235,4,5967,8902,gradle#1712:ws101/pv198|gradle#14316:ws609/pv679|client#45576:ws4623/pv7315|gradle#27500:ws634/pv710
04:33:04,7451,32217,4,5967,8902,gradle#1712:ws101/pv198|gradle#14316:ws609/pv679|client#45576:ws4623/pv7315|gradle#27500:ws634/pv710
04:33:14,7421,32239,4,5967,8902,gradle#1712:ws101/pv198|gradle#14316:ws609/pv679|client#45576:ws4623/pv7315|gradle#27500:ws634/pv710
04:33:24,7554,32081,4,5967,8902,gradle#1712:ws101/pv198|gradle#14316:ws609/pv679|client#45576:ws4623/pv7315|gradle#27500:ws634/pv710
04:33:35,7390,32259,4,5955,8889,gradle#1712:ws101/pv198|gradle#14316:ws609/pv679|client#45576:ws4611/pv7302|gradle#27500:ws634/pv710
04:33:45,7358,32308,4,5955,8889,gradle#1712:ws101/pv198|gradle#14316:ws609/pv679|client#45576:ws4611/pv7302|gradle#27500:ws634/pv710
04:33:56,7360,32326,4,5955,8889,gradle#1712:ws101/pv198|gradle#14316:ws609/pv679|client#45576:ws4611/pv7302|gradle#27500:ws634/pv710
04:34:06,7378,32289,4,5955,8889,gradle#1712:ws101/pv198|gradle#14316:ws609/pv679|client#45576:ws4611/pv7302|gradle#27500:ws634/pv710
04:34:17,7414,32228,4,5955,8889,gradle#1712:ws101/pv198|gradle#14316:ws609/pv679|client#45576:ws4611/pv7302|gradle#27500:ws634/pv710
04:34:27,7378,32242,4,5955,8889,gradle#1712:ws101/pv198|gradle#14316:ws609/pv679|client#45576:ws4611/pv7302|gradle#27500:ws634/pv710
04:34:38,7337,32327,4,5940,8875,gradle#1712:ws101/pv198|gradle#14316:ws609/pv679|client#45576:ws4596/pv7288|gradle#27500:ws634/pv710
04:34:48,7323,32356,4,5941,8875,gradle#1712:ws101/pv198|gradle#14316:ws609/pv679|client#45576:ws4597/pv7288|gradle#27500:ws634/pv710
04:34:59,7303,32390,4,5941,8875,gradle#1712:ws101/pv198|gradle#14316:ws609/pv679|client#45576:ws4597/pv7288|gradle#27500:ws634/pv710
04:35:09,7309,32388,4,5941,8875,gradle#1712:ws101/pv198|gradle#14316:ws609/pv679|client#45576:ws4597/pv7288|gradle#27500:ws634/pv710
04:35:20,7323,32354,4,5941,8874,gradle#1712:ws101/pv198|gradle#14316:ws609/pv679|client#45576:ws4597/pv7287|gradle#27500:ws634/pv710
04:35:30,7312,32377,4,5941,8874,gradle#1712:ws101/pv198|gradle#14316:ws609/pv679|client#45576:ws4597/pv7287|gradle#27500:ws634/pv710
04:35:41,7298,32354,4,5941,8874,gradle#1712:ws101/pv198|gradle#14316:ws609/pv679|client#45576:ws4597/pv7287|gradle#27500:ws634/pv710
04:35:51,7267,32368,4,5942,8875,gradle#1712:ws101/pv198|gradle#14316:ws609/pv679|client#45576:ws4597/pv7287|gradle#27500:ws635/pv711
04:36:01,7259,32372,4,5942,8876,gradle#1712:ws101/pv198|gradle#14316:ws609/pv679|client#45576:ws4597/pv7288|gradle#27500:ws635/pv711
04:36:12,7267,32335,4,5942,8876,gradle#1712:ws101/pv198|gradle#14316:ws609/pv679|client#45576:ws4597/pv7288|gradle#27500:ws635/pv711
04:36:22,7402,32177,4,5942,8875,gradle#1712:ws101/pv198|gradle#14316:ws609/pv679|client#45576:ws4597/pv7287|gradle#27500:ws635/pv711
04:36:33,7396,32191,4,5942,8875,gradle#1712:ws101/pv198|gradle#14316:ws609/pv679|client#45576:ws4597/pv7287|gradle#27500:ws635/pv711
04:36:43,7090,32553,4,5942,8875,gradle#1712:ws101/pv198|gradle#14316:ws609/pv679|client#45576:ws4597/pv7287|gradle#27500:ws635/pv711
04:36:54,7246,32370,4,5942,8875,gradle#1712:ws101/pv198|gradle#14316:ws609/pv679|client#45576:ws4597/pv7287|gradle#27500:ws635/pv711
04:37:04,7236,32380,4,5944,8878,gradle#1712:ws101/pv198|gradle#14316:ws609/pv679|client#45576:ws4597/pv7287|gradle#27500:ws637/pv714
04:37:15,7285,32321,4,5944,8878,gradle#1712:ws101/pv198|gradle#14316:ws609/pv679|client#45576:ws4597/pv7287|gradle#27500:ws637/pv714
04:37:25,7289,32297,4,5944,8878,gradle#1712:ws101/pv198|gradle#14316:ws609/pv679|client#45576:ws4597/pv7287|gradle#27500:ws637/pv714
04:37:36,7306,32295,4,5944,8878,gradle#1712:ws101/pv198|gradle#14316:ws609/pv679|client#45576:ws4597/pv7287|gradle#27500:ws637/pv714
04:37:46,7274,32344,4,5944,8878,gradle#1712:ws101/pv198|gradle#14316:ws609/pv679|client#45576:ws4597/pv7287|gradle#27500:ws637/pv714
04:37:57,7285,32322,4,5944,8878,gradle#1712:ws101/pv198|gradle#14316:ws609/pv679|client#45576:ws4597/pv7287|gradle#27500:ws637/pv714
04:38:07,7286,32322,4,5944,8878,gradle#1712:ws101/pv198|gradle#14316:ws609/pv679|client#45576:ws4597/pv7287|gradle#27500:ws637/pv714
04:38:17,7286,32320,4,5944,8878,gradle#1712:ws101/pv198|gradle#14316:ws609/pv679|client#45576:ws4597/pv7287|gradle#27500:ws637/pv714
04:38:28,7404,32191,4,5944,8878,gradle#1712:ws101/pv198|gradle#14316:ws609/pv679|client#45576:ws4597/pv7287|gradle#27500:ws637/pv714
04:38:38,7236,32348,4,5944,8878,gradle#1712:ws101/pv198|gradle#14316:ws609/pv679|client#45576:ws4597/pv7287|gradle#27500:ws637/pv714
04:38:49,7239,32355,4,5944,8878,gradle#1712:ws101/pv198|gradle#14316:ws609/pv679|client#45576:ws4597/pv7287|gradle#27500:ws637/pv714
04:38:59,7251,32373,4,5944,8878,gradle#1712:ws101/pv198|gradle#14316:ws609/pv679|client#45576:ws4597/pv7287|gradle#27500:ws637/pv714
04:39:09,7258,32341,4,5944,8878,gradle#1712:ws101/pv198|gradle#14316:ws609/pv679|client#45576:ws4597/pv7287|gradle#27500:ws637/pv714
04:39:20,7298,32302,4,5944,8878,gradle#1712:ws101/pv198|gradle#14316:ws609/pv679|client#45576:ws4597/pv7287|gradle#27500:ws637/pv714
04:39:30,7294,32315,4,5944,8878,gradle#1712:ws101/pv198|gradle#14316:ws609/pv679|client#45576:ws4597/pv7287|gradle#27500:ws637/pv714
