ts,smClockMHz,memClockMHz,tempC,utilGpuPct,utilMemPct,powerW,pstate,clockThrottleReasons
17:40:29.475,210,405,48,62,28,7.33,P8,0x0000000000000001
17:40:30.643,2355,7001,50,42,2,27.33,P3,0x0000000000000000
17:40:31.804,2355,6001,50,51,2,25.87,P4,0x0000000000000000
17:40:32.947,2355,7001,49,2,2,22.37,P3,0x0000000000000000
17:40:34.441,615,810,48,7,15,17.78,P5,0x0000000000000001
17:40:35.865,390,405,48,22,31,9.60,P8,0x0000000000000001
17:40:37.011,285,405,48,19,31,7.96,P8,0x0000000000000001
17:40:38.212,2115,8001,49,8,2,13.07,P0,0x0000000000000001
17:40:39.429,2115,6001,49,14,5,20.33,P4,0x0000000000000001
17:40:40.706,2115,6001,50,17,9,23.22,P4,0x0000000000000001
17:40:42.059,1875,8001,50,25,9,25.56,P0,0x0000000000000001
17:40:43.264,1515,7001,50,24,9,21.23,P3,0x0000000000000001
17:40:44.451,1635,8001,50,47,16,21.85,P0,0x0000000000000001
17:40:45.592,1890,8001,50,38,14,25.07,P0,0x0000000000000001
17:40:46.716,2355,8001,52,43,19,37.12,P0,0x0000000000000000
17:40:47.824,2355,8001,52,48,22,42.19,P0,0x0000000000000000
17:40:48.943,2355,8001,53,58,28,44.07,P0,0x0000000000000000
17:40:50.079,2355,8001,52,50,23,45.78,P0,0x0000000000000000
17:40:51.187,2355,8001,53,55,26,46.13,P0,0x0000000000000000
17:40:52.313,2355,8001,53,51,24,45.74,P0,0x0000000000000000
17:40:53.421,2355,8001,53,54,25,47.28,P0,0x0000000000000000
17:40:54.546,2355,8001,53,59,28,47.61,P0,0x0000000000000000
17:40:55.683,2355,8001,54,62,29,50.28,P0,0x0000000000000000
17:40:56.899,2355,8001,52,30,14,45.35,P0,0x0000000000000000
17:40:58.732,2340,8001,56,100,5,45.94,P0,0x0000000000000000
17:40:59.854,2340,8001,57,100,6,58.14,P0,0x0000000000000000
17:41:00.957,2340,8001,56,100,6,58.51,P0,0x0000000000000000
17:41:02.067,2340,8001,56,100,6,58.27,P0,0x0000000000000000
17:41:03.189,2340,8001,56,100,6,58.20,P0,0x0000000000000000
17:41:04.300,2340,8001,56,100,6,58.40,P0,0x0000000000000000
17:41:05.408,2340,8001,56,100,6,58.43,P0,0x0000000000000000
17:41:06.513,2340,8001,56,100,6,58.11,P0,0x0000000000000000
17:41:07.619,2340,8001,56,100,6,58.83,P0,0x0000000000000000
17:41:08.745,2340,8001,56,100,6,58.56,P0,0x0000000000000000
17:41:09.870,2340,8001,56,100,6,58.25,P0,0x0000000000000000
17:41:10.986,2340,8001,56,100,6,59.62,P0,0x0000000000000000
17:41:12.120,2340,8001,56,100,6,58.99,P0,0x0000000000000000
17:41:13.229,2340,8001,56,100,6,58.78,P0,0x0000000000000000
17:41:14.336,2340,8001,56,100,6,60.13,P0,0x0000000000000000
17:41:15.445,2340,8001,56,100,6,59.84,P0,0x0000000000000000
17:41:16.552,2340,8001,56,100,6,58.40,P0,0x0000000000000000
17:41:17.660,2340,8001,56,100,6,58.58,P0,0x0000000000000000
17:41:18.766,2340,8001,56,100,6,59.45,P0,0x0000000000000000
17:41:19.872,2340,8001,56,100,6,58.80,P0,0x0000000000000000
17:41:20.978,2340,8001,56,100,6,58.72,P0,0x0000000000000000
17:41:22.085,2340,8001,56,100,6,58.80,P0,0x0000000000000000
17:41:23.198,2340,8001,56,100,6,58.38,P0,0x0000000000000000
17:41:24.310,2340,8001,56,100,6,58.61,P0,0x0000000000000000
17:41:25.415,2340,8001,56,100,6,58.68,P0,0x0000000000000000
17:41:26.652,2340,8001,56,100,6,58.83,P0,0x0000000000000000
17:41:27.831,2340,8001,57,100,6,58.96,P0,0x0000000000000000
17:41:28.941,2340,8001,57,100,6,59.05,P0,0x0000000000000000
17:41:30.053,2340,8001,57,100,6,58.99,P0,0x0000000000000000
17:41:31.160,2340,8001,57,100,6,59.07,P0,0x0000000000000000
17:41:32.271,2340,8001,57,100,6,59.33,P0,0x0000000000000000
17:41:33.380,2340,8001,57,100,6,58.62,P0,0x0000000000000000
17:41:34.488,2340,8001,57,100,6,57.95,P0,0x0000000000000000
17:41:35.597,2340,8001,57,100,6,58.60,P0,0x0000000000000000
17:41:36.722,2340,8001,57,100,6,57.91,P0,0x0000000000000000
17:41:37.845,2340,8001,57,100,6,58.82,P0,0x0000000000000000
17:41:38.952,2340,8001,58,100,6,59.29,P0,0x0000000000000000
17:41:40.059,2340,8001,57,100,6,59.20,P0,0x0000000000000000
17:41:41.169,2340,8001,58,100,6,59.20,P0,0x0000000000000000
17:41:42.283,2340,8001,58,100,6,59.58,P0,0x0000000000000000
17:41:43.418,2340,8001,58,100,6,59.45,P0,0x0000000000000000
17:41:44.529,2340,8001,59,100,6,59.77,P0,0x0000000000000000
17:41:45.655,2340,8001,59,100,6,59.55,P0,0x0000000000000000
17:41:46.787,2340,8001,58,100,6,59.32,P0,0x0000000000000000
17:41:47.903,2340,8001,59,100,6,59.48,P0,0x0000000000000000
17:41:49.016,2340,8001,59,100,6,60.10,P0,0x0000000000000000
17:41:50.123,2340,8001,59,100,6,59.51,P0,0x0000000000000000
17:41:51.237,2340,8001,59,100,6,59.81,P0,0x0000000000000000
17:41:52.344,2340,8001,59,100,6,60.05,P0,0x0000000000000000
17:41:53.454,2340,8001,59,100,6,60.23,P0,0x0000000000000000
17:41:54.566,2340,8001,59,100,6,60.13,P0,0x0000000000000000
17:41:55.686,2340,8001,59,100,6,59.47,P0,0x0000000000000000
